DonorID,FirstName,LastName,Email,Phone,Address,DonationAmount,LastDonationDate,PreferredContactMethod,Volunteer,EventParticipationCount,MembershipStatus,TotalDonations,Region,LoyaltyScore,CommunicationOptIn,AgeGroup,Gender
219,Joshua,Walton,csmith@cummings.com,754-247-6349x28409,"9979 Warren Lake Apt. 316, Yvonneshire, FL 43537",200.48,2023-09-04,Phone,False,4,Inactive,801.92,South,40.1,False,65+,Female
220,Sean,Guerrero,victoria35@johnson-cruz.com,+1-177-909-1358x7580,"192 Miller Groves, Woodtown, ME 06880",719.62,2024-05-16,Email,False,0,Active,0.0,North,0.0,False,51-65,Female
221,Mark,Johnson,stephaniegregory@yahoo.com,318.373.9542x5165,"56914 Tanner Village, North Kellieshire, MN 54938",123.0,2024-01-10,Email,False,6,Active,738.0,North,17.57,True,36-50,Non-Binary
222,Ryan,Townsend,martinezwillie@warner.com,+1-874-149-9006x834,"36163 Isaac Camp Apt. 632, Lake Dennis, RI 99239",139.51,2023-01-09,Phone,True,9,Active,1255.59,East,13.95,True,18-25,Female
223,Brandy,Cline,woodsjustin@mckenzie.com,199.795.9520x8048,"46056 Ramirez Valley, Smithhaven, LA 71328",458.04,2023-04-29,Email,False,9,Active,4122.360000000001,South,45.8,False,51-65,Non-Binary
224,Emily,Byrd,hbyrd@yahoo.com,371.183.8408x1551,"01616 Luis Square, Alishaland, MO 80704",886.06,2023-10-23,Email,False,7,Active,6202.42,South,110.76,False,51-65,Non-Binary
225,Samantha,Meyer,megan86@hotmail.com,856-171-2303,"199 Parrish Lights Apt. 826, West Ronald, MA 31829",957.65,2024-07-24,Phone,True,8,Active,7661.2,North,106.41,True,36-50,Non-Binary
226,Dustin,Smith,alicia92@gilbert-nunez.info,+1-346-725-5161x306,"77878 Vaughan Ports, South Breannaton, NC 54284",266.44,2023-10-28,Email,True,6,Inactive,1598.6399999999999,North,38.06,True,51-65,Non-Binary
227,Brian,Eaton,brenda86@hotmail.com,0301429890,"Unit 1474 Box 5814, DPO AP 66563",656.54,2024-09-24,Phone,False,7,Inactive,4595.78,West,82.07,True,18-25,Male
228,Shawn,Peck,tfisher@white-hunt.net,860-046-1982,"15107 Mcguire Plains, Darrellstad, NE 91759",695.23,2023-01-29,Phone,False,9,Inactive,6257.07,South,69.52,True,51-65,Female
229,Christopher,Walsh,ahuffman@gmail.com,974.124.3147x54672,"5138 Jeremy Viaduct Apt. 208, Elizabethside, AZ 12826",694.7,2023-02-18,Email,False,6,Inactive,4168.200000000001,East,99.24,False,36-50,Male
230,Kimberly,Fry,lewiscassandra@calderon-gibson.net,681-085-0468x1144,"07726 Kimberly Mountain, Melissafort, NM 05346",330.17,2023-01-23,Phone,False,4,Inactive,1320.68,East,66.03,False,26-35,Female
231,Jason,Jones,baxtersergio@ramos-brown.com,001-732-582-1085,"54842 Sherri Mills Suite 842, South Jesus, ID 85285",679.17,2024-09-01,Phone,False,8,Inactive,5433.36,South,75.46,True,65+,Female
